,Edad,Trabajo,Estado Civil,Fomación,Impago,Prestamo hipotecario,Prestamo Personal,Canal de contacto,Mes,Dia de la semana,num contactos esta campaña,num días último contacto,num contactos otras campañas,resultado campaña anterior,variación tasa empleo,euribor3m,contrata_fondos
32964,30.0,services,married,basic.9y,no,yes,no,cellular,nov,,1,999,0,nonexistent,-1,4076,0
32965,47.0,admin.,married,university.degree,no,yes,no,telephone,may,,6,999,0,nonexistent,11,4857,0
32966,49.0,technician,married,professional.course,no,yes,no,cellular,nov,,2,999,0,nonexistent,-1,412,0
32967,,entrepreneur,single,university.degree,no,no,no,cellular,apr,,1,999,0,nonexistent,-18,1405,0
32968,45.0,admin.,single,high.school,no,yes,no,cellular,may,,2,999,0,nonexistent,-18,1344,0
32969,58.0,services,married,basic.4y,no,unknown,unknown,telephone,jun,,1,999,0,nonexistent,14,4967,0
32970,36.0,services,single,high.school,no,no,no,telephone,may,,9,999,0,nonexistent,11,4858,0
32971,47.0,admin.,married,university.degree,unknown,no,yes,telephone,may,,2,999,0,nonexistent,11,4856,0
32972,50.0,management,married,university.degree,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4962,0
32973,33.0,technician,single,university.degree,no,yes,yes,cellular,nov,,1,999,0,nonexistent,-1,4021,1
32974,43.0,technician,single,professional.course,no,yes,no,telephone,may,,3,999,0,nonexistent,11,4857,0
32975,32.0,admin.,married,high.school,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4856,0
32976,37.0,services,married,high.school,unknown,yes,no,telephone,may,,5,999,0,nonexistent,11,4859,0
32977,22.0,student,single,high.school,no,unknown,unknown,telephone,jun,,2,999,0,nonexistent,14,4961,0
32978,28.0,unemployed,single,high.school,no,no,yes,cellular,may,,1,3,1,success,-18,1266,0
32979,28.0,technician,single,professional.course,no,yes,no,telephone,may,,2,999,0,nonexistent,11,486,0
32980,33.0,admin.,single,,no,yes,no,cellular,aug,,2,999,0,nonexistent,14,4964,0
32981,33.0,admin.,divorced,high.school,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4857,0
32982,33.0,management,married,high.school,unknown,yes,no,telephone,aug,,3,999,0,nonexistent,14,4963,0
32983,26.0,unemployed,single,university.degree,no,yes,no,cellular,apr,,1,999,0,nonexistent,-18,1423,1
32984,37.0,management,married,basic.9y,no,no,no,telephone,may,,2,999,0,nonexistent,11,486,0
32985,38.0,blue-collar,married,high.school,no,yes,yes,telephone,jun,,8,999,0,nonexistent,14,4865,0
32986,34.0,technician,married,professional.course,no,no,yes,telephone,jun,,1,999,0,nonexistent,14,4864,0
32987,33.0,admin.,single,professional.course,no,yes,no,cellular,jul,,2,999,0,nonexistent,14,4963,0
32988,46.0,blue-collar,married,professional.course,no,no,no,telephone,jun,,2,999,0,nonexistent,14,4967,0
32989,,retired,married,high.school,no,yes,no,cellular,aug,,3,999,0,nonexistent,14,4963,0
32990,56.0,management,married,university.degree,no,no,yes,telephone,jul,,1,999,0,nonexistent,14,4963,0
32991,51.0,services,married,high.school,unknown,no,no,cellular,apr,,3,999,0,nonexistent,-18,1435,0
32992,42.0,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,,3,999,0,nonexistent,11,4859,0
32993,35.0,entrepreneur,divorced,,no,yes,no,telephone,jun,,1,999,0,nonexistent,14,4961,0
32994,26.0,student,single,basic.9y,no,yes,no,telephone,oct,,3,999,0,nonexistent,-34,742,1
32995,36.0,blue-collar,married,,no,yes,no,cellular,may,,5,999,0,nonexistent,-18,1344,0
32996,37.0,admin.,married,,no,no,no,telephone,jun,,2,999,0,nonexistent,14,4959,0
32997,36.0,admin.,single,university.degree,no,yes,no,cellular,nov,,1,999,1,failure,-1,4153,0
32998,,technician,married,professional.course,no,no,no,cellular,may,,1,999,0,nonexistent,-18,1281,0
32999,39.0,technician,married,professional.course,no,yes,no,cellular,jul,,2,999,0,nonexistent,14,4962,0
33000,42.0,technician,single,professional.course,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4962,0
33001,32.0,technician,married,university.degree,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4961,0
33002,54.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,,5,999,0,nonexistent,-18,1405,0
33003,31.0,unemployed,married,university.degree,no,no,no,cellular,aug,,3,999,0,nonexistent,14,4964,0
33004,31.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4962,1
33005,32.0,admin.,single,high.school,no,no,no,cellular,nov,,2,999,2,failure,-11,1048,0
33006,47.0,services,married,high.school,no,unknown,unknown,cellular,nov,,1,999,0,nonexistent,-1,4153,0
33007,43.0,admin.,married,basic.4y,no,yes,yes,telephone,jul,,8,999,0,nonexistent,14,4968,0
33008,70.0,retired,divorced,basic.4y,no,no,no,cellular,jul,,2,6,2,success,-17,846,1
33009,45.0,housemaid,married,university.degree,no,yes,no,telephone,apr,,2,999,1,failure,-18,1405,0
33010,25.0,student,single,high.school,no,yes,yes,cellular,may,,5,999,0,nonexistent,-18,1244,0
33011,45.0,admin.,married,basic.9y,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4961,0
33012,50.0,admin.,divorced,,no,yes,no,cellular,mar,,1,999,0,nonexistent,-18,1614,0
33013,56.0,entrepreneur,divorced,,no,unknown,unknown,cellular,apr,,2,999,1,failure,-18,1498,0
33014,40.0,blue-collar,married,basic.6y,no,yes,no,cellular,jul,,2,999,0,nonexistent,14,4962,0
33015,41.0,self-employed,married,university.degree,no,no,no,telephone,may,,1,999,0,nonexistent,11,4857,0
33016,53.0,admin.,married,university.degree,no,no,yes,cellular,jun,,1,999,0,nonexistent,-29,1215,0
33017,51.0,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4857,0
33018,44.0,technician,married,high.school,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4962,0
33019,34.0,technician,married,university.degree,no,yes,no,telephone,may,,1,999,0,nonexistent,-18,1327,0
33020,28.0,student,single,basic.9y,unknown,yes,no,telephone,may,,1,999,0,nonexistent,11,4857,0
33021,36.0,admin.,married,university.degree,no,yes,no,telephone,jun,,3,999,0,nonexistent,14,4959,0
33022,55.0,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,,1,999,0,nonexistent,11,4859,0
33023,30.0,blue-collar,married,basic.4y,no,no,no,cellular,apr,,5,999,0,nonexistent,-18,1405,0
33024,41.0,technician,married,university.degree,no,yes,no,cellular,nov,fri,5,999,0,nonexistent,-1,4021,0
33025,43.0,technician,married,basic.9y,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4857,0
33026,47.0,retired,single,,unknown,yes,no,cellular,jul,,3,999,0,nonexistent,14,4962,0
33027,27.0,management,single,,no,no,no,cellular,jul,,3,999,0,nonexistent,14,4963,0
33028,22.0,student,single,university.degree,no,yes,no,telephone,jul,,12,999,0,nonexistent,14,496,0
33029,42.0,self-employed,married,university.degree,no,yes,no,cellular,nov,,3,999,0,nonexistent,-1,4021,0
33030,29.0,self-employed,single,university.degree,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4957,0
33031,60.0,admin.,married,professional.course,no,yes,no,cellular,apr,,1,999,1,failure,-18,1365,1
33032,53.0,entrepreneur,divorced,university.degree,no,no,no,telephone,nov,,1,999,0,nonexistent,-1,4191,0
33033,44.0,blue-collar,married,basic.4y,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
33034,50.0,blue-collar,married,basic.4y,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1344,1
33035,49.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,,1,999,0,nonexistent,14,4964,0
33036,,student,single,high.school,no,no,no,cellular,apr,,1,999,3,failure,-18,645,1
33037,39.0,services,married,unknown,unknown,yes,no,cellular,jul,,1,999,0,nonexistent,14,4963,0
33038,27.0,services,single,,unknown,no,no,cellular,may,,5,999,0,nonexistent,-18,125,0
33039,31.0,admin.,single,university.degree,no,yes,no,cellular,aug,,5,999,0,nonexistent,14,4963,0
33040,36.0,technician,single,university.degree,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,14,4964,0
33041,54.0,services,married,basic.6y,no,yes,no,cellular,jul,,4,999,0,nonexistent,14,4968,0
33042,30.0,services,married,,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4864,0
33043,24.0,student,single,unknown,no,yes,no,cellular,sep,,1,999,2,failure,-11,886,0
33044,29.0,services,married,high.school,no,yes,no,telephone,jun,,2,999,0,nonexistent,14,4958,0
33045,32.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,,2,999,0,nonexistent,14,4962,0
33046,31.0,technician,married,professional.course,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4962,0
33047,38.0,admin.,married,university.degree,no,yes,yes,cellular,jul,,3,999,0,nonexistent,14,4962,0
33048,35.0,technician,single,professional.course,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4964,0
33049,56.0,technician,divorced,professional.course,no,yes,yes,cellular,oct,,5,999,0,nonexistent,-11,1,0
33050,46.0,admin.,single,university.degree,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1264,0
33051,31.0,admin.,single,university.degree,no,no,no,telephone,apr,,2,999,0,nonexistent,-18,1415,0
33052,54.0,admin.,married,university.degree,no,no,no,cellular,aug,,5,999,0,nonexistent,14,4964,0
33053,43.0,management,married,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4964,0
33054,60.0,retired,married,professional.course,no,yes,no,cellular,sep,,1,3,1,success,-34,809,1
33055,31.0,admin.,single,university.degree,no,no,no,cellular,aug,,4,999,0,nonexistent,14,4963,0
33056,29.0,admin.,single,university.degree,no,no,yes,cellular,apr,,1,999,0,nonexistent,-18,1498,0
33057,56.0,management,married,professional.course,no,yes,no,cellular,may,,2,999,1,failure,-18,1299,0
33058,51.0,services,married,professional.course,unknown,no,no,telephone,jun,,1,999,0,nonexistent,14,4955,0
33059,47.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,,1,999,0,nonexistent,-18,1313,0
33060,33.0,admin.,married,university.degree,no,yes,no,telephone,may,,1,999,0,nonexistent,11,4859,0
33061,38.0,services,single,high.school,unknown,yes,no,cellular,jul,,3,999,0,nonexistent,14,4961,0
33062,52.0,admin.,married,unknown,no,yes,no,cellular,apr,,2,10,1,success,-18,654,1
33063,,admin.,single,university.degree,no,no,no,cellular,aug,,15,999,0,nonexistent,14,4963,0
33064,,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,,1,999,1,failure,-18,1313,0
33065,29.0,admin.,single,high.school,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4856,0
33066,36.0,blue-collar,married,high.school,no,yes,no,cellular,may,,1,999,1,failure,-18,1313,0
33067,28.0,admin.,married,high.school,no,yes,no,telephone,may,,1,999,0,nonexistent,11,4856,0
33068,57.0,management,married,professional.course,unknown,yes,no,cellular,nov,,2,999,1,failure,-1,4076,0
33069,25.0,admin.,single,,no,yes,no,cellular,may,,6,999,1,failure,-18,1266,0
33070,22.0,self-employed,single,university.degree,no,yes,yes,cellular,jun,,6,999,0,nonexistent,-29,1268,1
33071,38.0,blue-collar,single,high.school,no,yes,no,cellular,mar,,1,13,2,failure,-18,655,1
33072,41.0,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,,1,999,0,nonexistent,-18,1327,0
33073,28.0,unemployed,single,university.degree,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,1244,0
33074,45.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,,3,999,0,nonexistent,11,4858,0
33075,47.0,admin.,married,university.degree,no,yes,yes,cellular,jul,,3,999,2,failure,-17,896,0
33076,27.0,admin.,married,professional.course,no,yes,yes,cellular,may,,2,999,1,failure,-18,1266,0
33077,32.0,blue-collar,married,basic.9y,no,no,no,cellular,apr,,2,999,1,failure,-18,1498,0
33078,30.0,admin.,married,university.degree,no,yes,no,cellular,apr,,3,999,0,nonexistent,-18,1483,0
33079,66.0,retired,divorced,basic.4y,no,yes,no,cellular,apr,,1,999,0,nonexistent,-18,642,1
33080,43.0,services,married,basic.6y,no,yes,no,cellular,may,,1,999,0,nonexistent,-18,125,0
33081,22.0,blue-collar,single,basic.9y,no,yes,no,cellular,may,,2,999,0,nonexistent,-18,1266,0
33082,31.0,self-employed,married,university.degree,no,no,no,cellular,sep,,1,3,1,success,-34,768,1
33083,,blue-collar,married,,unknown,yes,no,telephone,may,,5,999,0,nonexistent,11,4857,0
33084,,admin.,divorced,high.school,unknown,yes,no,cellular,may,fri,1,999,1,failure,-18,125,0
33085,52.0,blue-collar,married,basic.4y,no,no,no,telephone,jun,,3,999,0,nonexistent,14,496,0
33086,38.0,admin.,divorced,university.degree,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4962,0
33087,,services,married,high.school,no,yes,no,cellular,may,,5,999,0,nonexistent,-18,1344,0
33088,45.0,blue-collar,married,,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4856,0
33089,39.0,blue-collar,married,basic.9y,no,no,no,telephone,nov,,2,999,1,failure,-1,4076,0
33090,35.0,technician,married,professional.course,no,no,no,cellular,aug,,2,999,0,nonexistent,14,4965,0
33091,47.0,entrepreneur,married,university.degree,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4857,0
33092,,technician,married,professional.course,no,yes,no,cellular,jul,,3,999,0,nonexistent,14,4962,0
33093,,technician,married,professional.course,unknown,no,no,cellular,jul,,4,999,0,nonexistent,14,496,0
33094,51.0,blue-collar,married,professional.course,no,no,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
33095,47.0,technician,single,professional.course,unknown,no,no,telephone,jun,,2,999,0,nonexistent,14,496,0
33096,52.0,management,married,university.degree,unknown,yes,no,cellular,nov,,1,999,0,nonexistent,-1,4153,1
33097,,technician,single,university.degree,no,no,no,telephone,jun,,2,999,0,nonexistent,14,496,0
33098,43.0,blue-collar,married,basic.6y,no,no,yes,cellular,jul,,2,999,0,nonexistent,14,4961,0
33099,44.0,blue-collar,single,basic.6y,no,no,yes,telephone,may,,6,999,0,nonexistent,11,4857,0
33100,38.0,unemployed,single,high.school,no,yes,no,cellular,aug,,2,999,0,nonexistent,-29,843,1
33101,57.0,admin.,married,university.degree,no,yes,no,telephone,jul,,4,999,0,nonexistent,14,4961,0
33102,31.0,admin.,single,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4967,0
33103,50.0,technician,married,university.degree,no,no,no,cellular,jul,,1,999,0,nonexistent,14,4962,0
33104,49.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,,1,999,0,nonexistent,11,4855,0
33105,40.0,blue-collar,single,basic.6y,unknown,no,no,telephone,may,,2,999,0,nonexistent,11,4855,0
33106,32.0,admin.,single,high.school,no,yes,no,telephone,may,,4,999,0,nonexistent,11,4864,1
33107,53.0,technician,married,,no,yes,no,telephone,may,wed,6,999,0,nonexistent,11,4857,0
33108,50.0,admin.,married,,no,no,no,cellular,jul,,3,999,0,nonexistent,14,4961,1
33109,53.0,blue-collar,married,basic.6y,no,yes,no,cellular,jul,,19,999,0,nonexistent,14,4963,0
33110,43.0,blue-collar,divorced,basic.9y,unknown,yes,no,cellular,may,,4,999,0,nonexistent,-18,125,0
33111,,admin.,married,high.school,no,no,no,cellular,oct,,1,999,0,nonexistent,-34,722,1
33112,58.0,admin.,married,high.school,no,no,no,cellular,aug,,13,999,0,nonexistent,14,4964,0
33113,30.0,student,single,basic.4y,no,yes,yes,cellular,mar,,2,999,0,nonexistent,-18,1687,0
33114,49.0,self-employed,divorced,unknown,unknown,yes,no,cellular,apr,,1,999,1,failure,-18,1479,0
33115,33.0,admin.,married,university.degree,no,no,no,cellular,oct,,1,6,1,success,-34,739,1
33116,42.0,admin.,divorced,high.school,no,yes,no,telephone,nov,,1,999,0,nonexistent,-1,4191,0
33117,48.0,blue-collar,married,basic.9y,no,no,no,cellular,may,,1,999,0,nonexistent,-18,125,0
33118,26.0,admin.,single,university.degree,no,no,no,telephone,oct,,1,999,2,failure,-11,959,0
33119,,admin.,married,university.degree,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4962,0
33120,38.0,blue-collar,married,basic.4y,no,no,no,telephone,jul,tue,1,999,0,nonexistent,14,4955,0
33121,58.0,retired,married,professional.course,no,no,yes,cellular,jul,thu,1,3,1,success,-29,1072,0
33122,34.0,technician,single,university.degree,no,no,no,cellular,sep,,4,999,1,failure,-11,879,0
33123,46.0,admin.,married,basic.6y,no,no,no,cellular,apr,,1,999,0,nonexistent,-18,1365,1
33124,51.0,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,,2,999,0,nonexistent,14,4963,0
33125,34.0,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,,2,999,0,nonexistent,14,4962,0
33126,33.0,housemaid,divorced,university.degree,no,no,no,telephone,may,,1,999,0,nonexistent,11,4857,0
33127,50.0,services,married,basic.6y,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4968,0
33128,37.0,technician,married,professional.course,no,yes,yes,cellular,aug,,1,999,0,nonexistent,14,4966,0
33129,32.0,technician,married,university.degree,unknown,yes,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
33130,24.0,management,married,university.degree,no,unknown,unknown,cellular,jul,,2,999,0,nonexistent,14,4962,0
33131,32.0,technician,married,university.degree,no,yes,no,cellular,nov,,1,999,0,nonexistent,-1,4076,0
33132,45.0,technician,single,university.degree,no,no,no,cellular,may,,1,999,1,failure,-18,1313,0
33133,26.0,admin.,single,high.school,no,no,yes,cellular,jul,,2,999,0,nonexistent,14,4957,0
33134,61.0,retired,married,basic.4y,no,yes,no,cellular,aug,,1,15,1,success,-29,849,1
33135,31.0,blue-collar,married,basic.9y,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4962,0
33136,60.0,management,married,university.degree,unknown,yes,no,cellular,aug,,14,999,0,nonexistent,14,4965,0
33137,39.0,blue-collar,married,basic.9y,no,yes,yes,cellular,may,,1,999,0,nonexistent,-18,1344,1
33138,36.0,admin.,single,university.degree,no,yes,no,cellular,aug,,3,999,0,nonexistent,14,4962,0
33139,,blue-collar,married,basic.6y,no,yes,yes,cellular,may,,1,999,0,nonexistent,-18,1266,0
33140,35.0,admin.,married,university.degree,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4962,0
33141,39.0,admin.,married,university.degree,unknown,yes,no,cellular,jul,,3,999,0,nonexistent,14,4968,0
33142,28.0,student,single,high.school,no,yes,no,cellular,apr,,1,999,1,failure,-18,1365,0
33143,28.0,blue-collar,married,unknown,unknown,no,no,telephone,jun,,3,999,0,nonexistent,14,4959,0
33144,51.0,admin.,divorced,high.school,no,no,no,cellular,aug,,1,6,2,failure,-29,838,0
33145,44.0,admin.,divorced,professional.course,no,no,yes,telephone,may,,3,999,0,nonexistent,-18,1281,0
33146,45.0,technician,married,professional.course,no,yes,yes,cellular,aug,,6,999,0,nonexistent,14,4964,0
33147,41.0,technician,married,professional.course,unknown,yes,no,telephone,may,,1,999,0,nonexistent,11,4856,0
33148,43.0,entrepreneur,single,university.degree,no,no,yes,cellular,jul,,2,999,0,nonexistent,14,4962,0
33149,55.0,technician,single,professional.course,no,no,no,cellular,nov,,2,999,0,nonexistent,-1,4191,0
33150,55.0,admin.,married,,no,no,no,cellular,aug,,4,999,0,nonexistent,14,4964,0
33151,53.0,services,divorced,high.school,unknown,no,yes,cellular,apr,,1,999,0,nonexistent,-18,141,0
33152,32.0,technician,married,high.school,no,yes,no,cellular,aug,,3,999,0,nonexistent,14,4963,0
33153,36.0,housemaid,married,basic.4y,unknown,no,no,telephone,may,,3,999,0,nonexistent,11,4858,0
33154,46.0,admin.,divorced,,no,no,no,telephone,oct,,1,999,0,nonexistent,-1,4912,1
33155,31.0,management,married,university.degree,no,no,yes,cellular,may,,2,999,2,failure,-18,1327,0
33156,28.0,self-employed,single,university.degree,no,yes,no,cellular,nov,,2,6,3,success,-11,1041,0
33157,29.0,management,single,,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4859,0
33158,35.0,unemployed,single,university.degree,no,no,no,cellular,aug,,2,999,0,nonexistent,14,4965,1
33159,,services,married,high.school,unknown,yes,no,cellular,apr,,2,999,1,failure,-18,1405,0
33160,36.0,blue-collar,single,basic.6y,unknown,no,no,cellular,may,,1,999,1,failure,-18,1344,0
33161,42.0,management,married,university.degree,no,no,no,telephone,jun,,2,999,0,nonexistent,14,4962,0
33162,31.0,blue-collar,married,high.school,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,412,0
33163,40.0,management,married,university.degree,no,no,no,cellular,nov,,3,999,0,nonexistent,-1,4021,0
33164,35.0,management,married,university.degree,no,no,no,cellular,may,,3,999,1,failure,-18,1327,0
33165,32.0,blue-collar,single,high.school,no,yes,no,telephone,may,,2,999,0,nonexistent,11,4857,0
33166,39.0,management,single,university.degree,no,yes,no,cellular,apr,,2,999,0,nonexistent,-18,1405,1
33167,27.0,student,single,unknown,unknown,yes,no,cellular,apr,,1,999,0,nonexistent,-18,1365,1
33168,,management,married,university.degree,no,no,no,cellular,aug,,2,999,0,nonexistent,14,4964,0
33169,27.0,admin.,single,university.degree,no,yes,no,cellular,jul,,1,999,0,nonexistent,14,4963,0
33170,55.0,retired,married,university.degree,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4963,0
33171,41.0,management,married,university.degree,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4866,0
33172,35.0,entrepreneur,married,,no,yes,no,cellular,may,,5,999,0,nonexistent,-18,1281,0
33173,33.0,admin.,single,university.degree,no,yes,no,cellular,may,,3,999,0,nonexistent,-18,1281,0
33174,50.0,services,single,high.school,no,yes,no,cellular,nov,,2,999,0,nonexistent,-1,4021,0
33175,,admin.,married,basic.6y,no,no,no,telephone,jun,,17,999,0,nonexistent,14,4959,0
33176,54.0,services,married,unknown,no,no,no,telephone,may,,1,999,0,nonexistent,11,4856,0
33177,37.0,technician,divorced,high.school,no,yes,no,cellular,nov,,1,999,0,nonexistent,-1,4021,0
33178,48.0,blue-collar,married,basic.9y,no,yes,no,cellular,aug,,3,999,0,nonexistent,14,4962,0
33179,40.0,admin.,married,,no,yes,no,telephone,jun,,2,999,0,nonexistent,14,4961,0
33180,48.0,housemaid,married,university.degree,no,yes,no,cellular,jul,,6,999,0,nonexistent,14,4962,0
33181,,services,married,basic.9y,no,yes,no,telephone,may,,3,999,0,nonexistent,11,4857,0
33182,43.0,admin.,married,university.degree,no,yes,no,cellular,aug,,10,999,0,nonexistent,14,4962,0
33183,31.0,blue-collar,married,,no,yes,no,telephone,may,,7,999,1,failure,-18,125,0
33184,36.0,admin.,single,high.school,no,yes,no,cellular,oct,,1,6,1,success,-34,739,0
33185,49.0,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,jun,,1,999,0,nonexistent,14,4959,0
33186,56.0,technician,divorced,professional.course,no,yes,no,telephone,jul,,4,999,0,nonexistent,14,4962,0
33187,53.0,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,11,4859,0
33188,,retired,married,basic.4y,unknown,no,no,cellular,jul,,14,999,0,nonexistent,14,4962,0
33189,44.0,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,,1,999,0,nonexistent,11,4856,0
33190,38.0,management,married,,no,yes,no,cellular,nov,,1,999,0,nonexistent,-1,4076,0
33191,37.0,management,married,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4967,0
33192,,services,married,high.school,no,yes,no,cellular,may,,1,999,1,failure,-18,1344,0
33193,,housemaid,married,high.school,no,no,no,cellular,may,,2,999,0,nonexistent,-18,1281,0
33194,50.0,blue-collar,married,professional.course,unknown,yes,no,cellular,jul,,3,999,0,nonexistent,14,4962,0
33195,37.0,admin.,married,high.school,unknown,yes,yes,telephone,may,,1,999,0,nonexistent,11,4856,0
33196,38.0,housemaid,married,basic.9y,no,no,no,telephone,may,,4,999,0,nonexistent,11,4857,0
33197,48.0,admin.,married,basic.9y,no,no,no,cellular,may,,2,999,0,nonexistent,-18,1313,0
33198,29.0,services,single,high.school,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,14,4963,0
33199,41.0,blue-collar,married,basic.4y,unknown,no,no,telephone,may,,1,999,0,nonexistent,11,4857,0
33200,38.0,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,,1,999,0,nonexistent,14,4864,0
33201,34.0,admin.,married,,no,yes,no,cellular,apr,,2,999,0,nonexistent,-18,1423,0
33202,,technician,married,high.school,no,no,no,telephone,may,,5,999,0,nonexistent,11,4856,0
33203,45.0,admin.,married,basic.9y,no,yes,yes,cellular,aug,,3,999,0,nonexistent,14,4964,0
33204,34.0,admin.,married,basic.9y,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4961,0
33205,,admin.,married,university.degree,no,no,no,cellular,nov,,5,999,0,nonexistent,-1,4021,0
33206,38.0,technician,married,professional.course,no,no,no,cellular,may,,2,999,0,nonexistent,-18,1344,0
33207,32.0,technician,married,professional.course,no,no,no,telephone,jun,,1,999,0,nonexistent,14,4962,0
33208,,entrepreneur,married,basic.4y,unknown,yes,no,telephone,jun,,6,999,0,nonexistent,14,4961,0
33209,32.0,admin.,married,university.degree,unknown,yes,no,cellular,aug,,2,999,0,nonexistent,14,4964,0
33210,54.0,blue-collar,married,basic.4y,no,yes,yes,cellular,jul,,1,999,0,nonexistent,14,496,0
33211,30.0,technician,single,university.degree,no,no,no,cellular,jul,,20,999,0,nonexistent,14,496,0
33212,44.0,management,married,high.school,no,yes,no,cellular,nov,,2,999,0,nonexistent,-1,4191,0
33213,,self-employed,married,,unknown,no,yes,telephone,may,,2,999,0,nonexistent,11,4857,0
33214,46.0,admin.,married,unknown,no,no,no,telephone,may,wed,2,999,0,nonexistent,11,4857,0
33215,22.0,blue-collar,single,,no,yes,yes,cellular,jul,,1,999,0,nonexistent,14,496,1
33216,30.0,management,single,university.degree,no,no,no,cellular,nov,,5,999,1,failure,-1,4076,0
33217,53.0,blue-collar,divorced,,unknown,no,no,telephone,jun,,3,999,0,nonexistent,14,4967,0
33218,43.0,admin.,married,high.school,no,yes,no,telephone,may,,6,999,0,nonexistent,11,4856,0
33219,37.0,admin.,single,university.degree,no,yes,no,cellular,aug,,7,999,0,nonexistent,14,4964,0
33220,51.0,blue-collar,divorced,,no,no,yes,cellular,may,,6,999,0,nonexistent,-18,1281,0
33221,30.0,unknown,single,university.degree,no,no,no,telephone,may,,1,999,0,nonexistent,11,4856,0
33222,50.0,blue-collar,married,basic.6y,no,yes,no,cellular,aug,,4,999,0,nonexistent,14,4966,0
33223,30.0,management,single,high.school,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4961,0
33224,39.0,technician,single,professional.course,no,yes,no,cellular,may,,5,999,0,nonexistent,-18,1244,0
33225,59.0,blue-collar,married,basic.4y,no,yes,no,cellular,mar,,2,999,0,nonexistent,-18,652,1
33226,30.0,admin.,divorced,high.school,no,yes,no,cellular,nov,,1,999,0,nonexistent,-1,412,0
33227,38.0,technician,married,,no,no,no,cellular,nov,,1,999,0,nonexistent,-1,4191,0
33228,,housemaid,single,high.school,no,no,no,cellular,jul,,2,999,0,nonexistent,14,4957,0
33229,30.0,admin.,single,university.degree,no,yes,no,cellular,aug,,1,999,0,nonexistent,14,4963,0
33230,42.0,technician,single,university.degree,no,yes,no,cellular,may,,4,999,0,nonexistent,-18,1244,0
33231,56.0,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,,1,999,0,nonexistent,14,4961,0
33232,53.0,admin.,married,,no,yes,no,cellular,jul,,33,999,0,nonexistent,14,4968,0
33233,46.0,technician,divorced,professional.course,no,yes,yes,cellular,aug,,5,999,0,nonexistent,14,4964,0
